store_id,name,type,status,retailer_store_id,address_line1,address_line2,city,state,postcode,country,latitude,longitude,phone,email,opening_hours,shopping_modes,time_zone
2b23720c-07f3-44e6-ae29-a11334f6d7a5,IGA Lilyfield,Regular,Active,84565,402 Catherine St,,Lilyfield,NSW,2040,Australia,-33.8747711181641,151.164596557617,02 9560 6721,igalilyfield@outlook.com,MON-SUN: 07:00 - 21:00,"planning, delivery, pickup",Australia/Sydney
399080df-3980-40b7-bc1a-043203f5dc58,IGA Thirlmere,Regular,Active,21568,"Shop 5, 85-87 Westbourne Ave",,Wollondilly,NSW,2572,Australia,-34.2028312683106,150.571105957031,246831902,igathirlmere@gmail.com,"Mon-Sat - 08:00-19:00, Sun - 09:00 - 18:00","planning, delivery, pickup",Australia/Sydney
782dbfce-1200-4348-9438-0d9960d73d58,IGA Berry Plus Liquor,Regular,Active,3894,123 Queen Street,,Berry,NSW,2535,Australia,-34.77551,150.69782,0244641239,shop@igaberry.com.au,9am-7pm,planning,Australia/Sydney
91639461-efaa-4f9d-906f-3b0953a2f029,IGA Dulwich Hill,Regular,Active,32864,398-400 New Canterbury Road,,Dulwich Hill,NSW,2203,Australia,-33.91066,151.14356,(02) 9560 3077,admin@igadh.com.au,10am-7pm,"planning, delivery, pickup",Australia/Sydney
e018cf8b-e0cd-42ce-90f9-949c485b35eb,IGA St Andrews Plus Liquor ,Regular,Active,21506,Shop 10A 91 Ballantrae Drive,,St. Andrews,NSW,2566,Australia,-34.02149,150.83259,02 96036356,hanson-huang@hotmail.com,Mon-SUn: 08:00-17:00,"planning, delivery, pickup",Australia/Sydney
941386dc-6fbf-4a19-bd1c-1cec41e15f96,Batehaven IGA,Regular,Active,741,1 Corrigan Cr,,Batehaven,NSW,2536,Australia,-35.7327003479004,150.199905395508,02 4472 5093,scullyiga@bigpond.com,"Mon-Fri 7am-7pm, Sat-Sun 8am-7pm","planning, delivery, pickup",Australia/Sydney
77a378fe-757b-48cb-a67a-b8ef619a6cdc,IGA Wyndham Vale Plus Liquor,Regular,Active,53342,50 Honour Avenue,,Wyndham Vale,VIC,3024,Australia,-37.8948097229004,144.622192382813,03 9741 1541,wyndhamvaleiga@hotmail.com,9am - 9pm,planning,Australia/Melbourne
5ccf97dc-3652-4056-8e5b-076592ae6e2a,East Albury IGA Plus Liquor,Regular,Active,5458,184 Borella Rd,,East Albury,NSW,2640,Australia,-36.0765609741211,146.939498901367,02 6023 6211,iga@eastalburyiga.com.au,6:30-8pm,"planning, delivery, pickup",Australia/Sydney
c471e99b-1393-474a-bffc-7744bae63d77,IGA Bomaderry,Regular,Active,21710,Shop 1 Bomaderry Plaza, ,Bomaderry,NSW,2541,Australia,-34.8549995422363,150.608001708984,02 4421 6900,orders@igabomaderry.com.au,6:30-8pm 7 days,"planning, delivery, pickup",Australia/Sydney
cb6fb6d5-9272-4e02-b6ed-cbf285e55c81,IGA Oatley,Regular,Active,4383,14 Oatley Avenue,,Oatley,NSW,2223,Australia,-33.9799995422363,151.080001831055,02 9579 6864,orders@igaoatley.com.au,8am-7pm 7 days,"planning, delivery, pickup",Australia/Sydney
4d746c3a-dc0d-469f-afd0-d03a26700fb9,IGA West Wyalong,Regular,Active,210855,98 Main Street West,, Wyalong,NSW,2671,Australia,-33.9233207702637,147.206893920898,02 6908 8913,igawestwyalong@gmail.com,7am-8pm Mon-Fri & 8am-8pm Sat-Sun,"planning, delivery, pickup",Australia/Sydney
102ebcc1-e818-48e8-a950-510afc176c00,IGA Surf Beach,Regular,Active,32411,5/640 Beach Rd,,Surf Beach,NSW,2536,Australia,-35.7573394775391,150.209716796875,02 4471 1505,shafique0657@outlook.com,"Mon-Thurs: 08:00-18:00, Fri: 07:00-18:00, Sat: 07:30-18:00, Sun: 08:00-18:00","planning, delivery, pickup",Australia/Sydney
5ee6a9b8-8d5c-4128-a9bb-006476cbbf70,IGA Beechboro,Regular,Active,48077,5/161 Amazon Drive,,Beechboro,WA,6063,Australia,-31.86742,115.92888,08 9377 5122,beechboroiga@gmail.com,Mon-Sun: 07:00-21:00,"planning, delivery, pickup",Australia/Perth
77103dfe-e043-42ab-89f7-30c7645c8c7f,IGA Deer Park Plus Liquor,Regular,Active,52391,10/8 Hatchlands Drive,,Deer Park,VIC,3023,Australia,-37.7775726318359,144.755920410156,03 8390 0811,igadeerpark1@gmail.com,"Mon to Fri: 7am - 9pm, Sat: 8am - 9pm, Sun: 8am - 8pm","planning, delivery, pickup",Australia/Melbourne
ba64c9e4-fad7-476b-a217-9bf58b9a763c,IGA Sandstone Point,Regular,Active,18874,204-208 Bestmann Road,,Sandstone Point,QLD,4511,Australia,-27.0798969268799,153.126266479492,07 54976022,stoneiga@outlook.com,6am-8pm Monday - Sunday,"planning, delivery, pickup",Australia/Brisbane
0d89e91e-da21-43c8-b15b-f318da5b6eb7,IGA Panania,Regular,Active,8645,"Shop 1, 219-223 Tower St",,Panania,NSW,2213,Australia,-33.9561538696289,150.998611450195,02 9774 2404,pananiaiga@benzat.com.au,"Mon-Fri: 07:30-21:00, Sat-Sun: 07:30-20:00","planning, delivery, pickup",Australia/Sydney
c85b46e9-8821-4984-903d-33e20d48bde4,"Romeo's Food Hall, South Eveleigh",Regular,Active,211128,"Shop 6, Ground Level, Bay 4, 2 Locomotive St",,South Eveleigh,NSW,2015,Australia,-33.8938980102539,151.196136474609,02 98699600,southeveleigh@romeosretail.com.au,Mon-Sun: 07:00-21:00,"planning, delivery, pickup",Australia/Sydney
bda4f0f8-ca76-459d-b51f-cc6c13da0bcf,SUPA VALU Doonside,Regular,Active,19366,52 Rosenthal St,,Doonside,NSW,2767,Australia,-33.7319503,150.8182365,02 98316776,doonside@romeosretail.com.au,"Mon-Fri: 07:00-22:00, Sat-Sun: 07:00-21:00","planning, delivery, pickup",Australia/Sydney
ce823f68-d65e-4c17-8e4c-649e2729cc85,Romeo's Foodhall St Leonards,Regular,Active,82269,201-205 Pacific Highway,,St Leonards,NSW,2065,Australia,-33.8195381164551,151.19465637207,02 98316776,stleonards@romeosretail.com.au,Mon-Sun: 06:00-22:00,"planning, delivery, pickup",Australia/Sydney
d86d6466-7ce2-4ca5-af13-66d1023ad0ec,Romeo's IGA Food Hall Plus Liquor North Sydney,Regular,Active,21283,"Greenwood Plaza, 24/36 Blue St",,North Sydney,NSW,2060,Australia,-33.8403,151.20799,02 9957 6978,anthonyr@romeosretail.com.au,"Opening hours: 06:00 to 22:00, Operating Times: 07:00 to 22:00","planning, delivery, pickup",Australia/Sydney
1acf6fbd-dbec-4f9f-b08a-7f7e09cad12b,Romeo's IGA Food Hall Martin Place,Regular,Active,127823," MLC Centre, Level 4/29 Martin Place",,Sydney,NSW,2000,Australia,-33.868,151.20933,02 9957 6978,anthonyr@romeosretail.com.au,"Opening hours: 06:00 to 22:00, Operating Times: 07:00 to 22:00","planning, delivery, pickup",Australia/Sydney
c7be85cf-b946-4f8d-a47f-c84ed0f04f08,Romeo's IGA Food Hall Mortdale,Regular,Active,18681,"Shop 3, 42-44 Morts Road",,MORTDALE,NSW,2223,Australia,-33.96967,151.07971,02 9579 1054,anthonyr@romeosretail.com.au,"Opening hours: 06:00 to 22:00, Operating Times: 07:00 to 22:00","planning, delivery, pickup",Australia/Sydney
cd9222d1-9fca-4a42-a667-9d32e78c8a7a,Romeo's IGA Food Hall Darlinghurst (Oxford Street),Regular,Active,7126,23 Oxford St,,Darlinghurst,NSW,2010,Australia,-33.87756,151.213,02 8262 5600,anthonyr@romeosretail.com.au,"Opening hours: 06:00 to 22:00, Operating Times: 07:00 to 22:00","planning, delivery, pickup",Australia/Sydney
cb7e9753-54bd-4869-88f1-51571e818a23,Romeo's IGA Food Hall Paddington,Regular,Active,184236,1 Newcombe St,,Paddington,NSW,2021,Australia,-33.8870697021484,151.229263305664,(02) 9360 2591,paddington@romeosretail.com.au,Monday - Sunday 8:00am - 9:00pm,"planning, delivery, pickup",Australia/Sydney
32755106-e6cf-4f3c-979a-ff3c77ab4a13,Romeo’s Food Hall Summer Hill,Regular,Active,19435,1-11 Hardie Avenue,,Summer Hill,NSW,2130,Australia,-33.89096,151.13717,02 9797 6611,anthonyr@romeosretail.com.au,"Opening hours: 06:00 to 22:00, Operating Times: 07:00 to 22:00","planning, delivery, pickup",Australia/Sydney
3d15e201-3bda-482d-9cee-dfafc4c122f3,IGA Gumdale,Regular,Active,18426,682 New Cleveland Road,,Gumdale,QLD,4154,Australia,-27.490471,153.151993,(07) 33488338,grocery@igagumdale.com.au,06:00 - 22:00,"planning, delivery, pickup",Australia/Brisbane
bb237c6d-3749-487f-a271-efeb5aea71d9,IGA Beachmere,Regular,Active,25078,874 Beachmere Road,,Beachmere,QLD,4510,Australia,-27.1285591125488,153.048217773438,07 5496 2166,sstonemanager@outlook.com,7am- 8pm Monday - Sunday,"planning, delivery, pickup",Australia/Brisbane
f9becbb9-f777-4641-9a01-05b5270dc375,Superpharm Zillmere IGA Local Grocer,Regular,Active,33338,"Shop 10, 35 Handford Road",,Zillmere,QLD,4034,Australia,-27.3584747314453,153.038955688477,07 3265 6219,zillmere@superpharm.com.au,Mon-Sun: 07:00-21:00,"planning, delivery, pickup",Australia/Brisbane
fea1c08f-07db-4cc0-840e-1d7a876011e3,IGA Local Grocer Abbotsford,Regular,Active,52519,306-310 Johnson St,,Abbotsford,VIC,3067,Australia,-37.79980989,144.995710755367,03 9419 2725,rfygergis@gmail.com,Monday- Friday 7am-10pm Sat-Sun 7am-9pm,"planning, delivery, pickup",Australia/Melbourne
24ccc309-ef5f-4d41-b2f6-928d2183cd46,IGA Chipping Norton,Regular,Active,21096,"SHOP 3, 94 CHILDS RD", ,Chipping Norton,NSW,2170,Australia,-33.9185104370117,150.953369140625,02 9724 0046,zayna657@gmail.com,07:00-20:30,"planning, delivery, pickup",Australia/Sydney
38cf5c66-b82a-4a8b-8459-f72cdd3daeda,IGA Allambie Heights,Regular,Active,3564,15 Grigor Place,,Allambie Heights,NSW,2100,Australia,-33.765308380127,151.250595092773,02 9452 1607,igaah@redretailgroup.com.au,06:00-21:00,"planning, delivery, pickup",Australia/Sydney
181e9d87-fccb-4201-9cc3-3c0e3aef9a89,Station Street IGA,Regular,Active,3691,140 - 142 Station Street ,   ,Fairfield,VIC,3078,Australia,-37.7761192321777,145.018417358398,03 9489 7666,hello@stationstiga.com.au,"Mon-Fri: 08:00-2100, Sat-09:00-20:00, Sun-09:00-20:00","planning, delivery, pickup",Australia/Melbourne
3c062cf4-cbc3-483b-b62c-a6f8af3f1eba,IGA Wurtulla,Regular,Active,20860,614 Nicklin Way,,Wurtulla,QLD,4575,Australia,-26.758810043335,153.124267578125,(07) 5493 1055,shoponlinewurtullaiga@gmail.com,06:00-21:00,"planning, delivery, pickup",Australia/Brisbane
639bace2-19e1-41d0-a727-36e13f75f7b0,Sal's IGA Belmore Plus Liquor,Regular,Active,227054,Shop 1 541A Burwood Rd,,Belmore,NSW,2192,Australia,-33.9235649108887,151.090850830078,02 8705 0880,storemanager@salsiga.com.au,Mon to Sun - 8am to 8pm,"planning, delivery, pickup",Australia/Sydney
b4740fb9-34db-4bca-b64e-79863b04c7a3,Morgan's IGA Sunbury,Regular,Active,20428,98-122 Cnr Station & O'Shanassy St,,Sunbury,VIC,3429,Australia,-37.58216,144.72879,03 5428 3200,morgans.sunbury@morgansiga.com.au,8am-9pm Mon-Sun,"planning, pickup",Australia/Melbourne
0c0d6368-8ff2-46dc-bc32-d917c8669aca,IGA Carindale,Regular,Active,83068,Shop 8-9A Metropol Shopping Centre,738 Creek Road,Carindale,QLD,4152,Australia,-27.5186100006104,153.096054077148,07 38493836,accounts@igacarindale.com.au,Monday to Sunday  5am-10pm,planning,Australia/Brisbane
f4107421-3290-4b5a-b378-3e151193e6d0,IGA Barham,Regular,Active,11305,33 Murray Street,,Barham,NSW,2732,Australia,-35.6302680969238,144.127777099609,03 5453 2400,orders@barhamiga.com,"Mon-Fri - 07:30 - 19:00
Sat-Sun - 08:00 - 19:00","planning, delivery, pickup",Australia/Sydney
9fb10b3f-e52f-44d9-b517-9c1ba51ae42d,IGA Tugun Beach,Regular,Active,12229,459-461 Golden Four Drive,  ,Tugun Beach,QLD,4224,Australia,-28.1418704986572,153.493545532227,07 5534 5414,TUGUN.IGA@GMAIL.COM,Mon-Sun 07:00-18:00,"planning, delivery, pickup",Australia/Brisbane
087982b9-273f-4978-ab1b-e98ce18f11ae,IGA Breakfast Point,Regular,Active,1683,19-21 Tennyson Road,,Breakfast Point,NSW,2137,Australia,-33.8417587280273,151.108352661133,02 9736 2711,igabp@redretailgroup.com.au,Mon-Sun 06:30-19:00,"planning, delivery, pickup",Australia/Sydney
9e365dee-6dbf-4f43-9f0e-83631c06c491,IGA Port Fairy Plus Liquor,Regular,Active,9487,34 Sackville Street,,Port Fairy,VIC,3284,Australia,-38.3847694396973,142.236557006836,03 5568 1062,portfairyedayvic@bigpond.com.au,8am-8pm Monday - Sunday,"planning, delivery, pickup",Australia/Melbourne
b0aa923c-7c76-4228-b0a1-70f957741124,Collaroy Plateau IGA,Regular,Active,32760,"Shop6, 65 Veterans Pde",  ,Collaroy Plateau,NSW,2097,Australia,-33.7269897460938,151.286483764648,02 99821846,igacollaroy1@bigpond.com,Mon-Wed 08:00-19:00 Thurs 08:00-20:00 Fri-Sun 08:00-19:00,"planning, delivery, pickup",Australia/Sydney
1ab1cbd5-071a-49aa-8f8a-370b02de5151,Lloyds IGA Cronulla,Regular,Active,745,"Shop 12, Cronulla Mall",1-7 Cronulla St,Cronulla,NSW,2230,Australia,-34.0515594482422,151.152206420898,02 9523 5036,cronullaiga@benzat.com.au,Mon-Sun: 07:00-21:00,"planning, delivery, pickup",Australia/Sydney
d044bee8-0d68-489d-896c-44fd3ac50f61,IGA Mt Cotton,Regular,Active,84971,101 Valley Way,,Mount Cotton,QLD,4165,Australia,-27.6388206481934,153.248962402344,07 3206 6680,online@jonesretail.com.au,Mon-Sun: 06:00 - 21:00,"planning, pickup",Australia/Brisbane
bf1c4d7b-30e7-479f-82d0-a9978d830f5e,IGA Bligh Park,Regular,Active,18722,5 Colonial Drive,,Bligh Park,NSW,2756,Australia,-33.6338310241699,150.789596557617,02 45727120,igablighpark@gmail.com,Mon-Fri 07:30-20:00 / Sat-sun 08:00-20:00,"planning, delivery, pickup",Australia/Sydney
4803bba3-4dc7-471b-a760-7d07dd8317d0,IGA Local Grocer Farrer,Regular,Active,53313,1 Farrer Place,,Farrer,ACT,2607,Australia,-35.3745613098145,149.101440429688,08 8322 3358,igafarrer@outlook.com,Mon-Sun 08:00-19:30,"planning, delivery, pickup",Australia/Sydney
1325848b-b44c-41f8-afe0-7a4c19b66e79,Local Grocer IGA Murwillumbah,Regular,Active,40664,"Warina Walk Arcade,",114 Main Street,Murwillumbah,NSW,2484,Australia,-28.3259906768799,153.395782470703,02 6672 1364,murwillumbah@youriga.com.au,Mon-Fri 05:00-19:00,"planning, delivery",Australia/Sydney
7bfd114c-106f-4418-8786-f90d3097de24,Lloyds IGA Newtown,Regular,Active,8863,259 King St, ,Newtown,NSW,2042,Australia,-33.895565032959,151.180511474609,02 9565 5455,newtowniga@benzat.com.au,"Mon to Sat: 7am - 10pm, Sun: 7:30am - 10pm","planning, delivery, pickup",Australia/Sydney
89a884a1-27dc-4769-b94e-b21b96bb55d2,IGA Rosebery,Regular,Active,20634,741 Botany Road,,Rosebery,NSW,2018,Australia,-33.9140701293945,151.201293945313,02 8394 9351,supermarket@igarosebery.com,"Mon thru Fri - 7:00 to 20:30
Sat and Sun - 8:00 to 20:00","planning, delivery, pickup",Australia/Sydney
31c3cefb-e758-44a3-bdf2-a5e9c209f856,Local Grocer IGA Kincumber,Regular,Active,227927,"Unit 1,10 Kerta Road",,Kincumber,NSW,2251,Australia,-33.4744186401367,151.393859863281,(02) 4368 1243,info@igakincumber.com.au,Mon-Wed and Sun- 06:00-20:00 Fri-Sat 06:00-21:00,"planning, delivery, pickup",Australia/Sydney
b551e76f-654b-42da-868f-b17d25fd8095,IGA Local Grocer Greenwell Point,Regular,Active,85348,89 Greenwell Point Road,,Greenwell Point,NSW,2540,Australia,-34.9078407287598,150.732406616211,02 4447 0956,igagreenwellpoint@gmail.com,Mon-Sun 07:00-19:00,planning,Australia/Sydney
a3babe8e-e0b4-42f0-ae8a-6c0ec3f290ae,IGA Bexley,Regular,Active,13438,424-426 Forest Road ,,Bexley,NSW,2207,Australia,-33.9499092102051,151.127075195313,02 9567 9514,igabexley@hotmail.com,Mon-Sun 08:00-20:00,"planning, delivery, pickup",Australia/Sydney
00beda55-6a0d-44d7-abc6-bbf9267114f7,Heathcote IGA,Regular,Active,21213,1331-1333 Princes Highway,,Heathcote,NSW,2233,Australia,-34.0865249633789,151.008544921875,02 9548 3473,igaheathcote@hotmail.com,Mon-Sun 07:00-20:00,"planning, delivery, pickup",Australia/Sydney
b6c83dae-f625-40d8-aef1-af6082232a30,IGA Warren Plus Liquor,Regular,Active,1394,106-108 Dubbo Street,,Warren,NSW,2824,Australia,-31.69929,147.83596,268474209,jessica@wrniga.net.au,"Monday - Friday: 7am – 8pm
Saturday - 7am – 7pm
Sunday -  8am – 7pm","planning, delivery, pickup",Australia/Sydney
4f6edb82-3df0-4afb-b459-2ff45108b0fa,IGA Local Grocer Agora,Regular,Active,222164,"Shop 1, Agora East, La Trobe University Melbourne Campus",,Bundoora,VIC,3083,Australia,-37.7207242,144.9788014,0383900946,igaagora@gmail.com,"Mon-Fri: 08:00-18:00, Sat-Sun: 11:00-16:00","planning, pickup",Australia/Melbourne
f4bfb443-e808-4638-8a93-4574e97b58b0,IGA Plus Liquor Boorowa,Regular,Active,19839,91-93 Pudman Street,,Boorowa,NSW,2586,Australia,-34.4363973,148.7155595,02 6385 3037,igaboorowa@bigpond.com,"Mon-Fri: 8am – 6pm, Sat-Sun: 8am – 1pm","planning, delivery, pickup",Australia/Sydney
72258ec9-f88f-4dce-8b35-a813bdd7368c,IGA Narrandera,Regular,Active,9360,3-40 East Street,,Narrandera,NSW,2700,Australia,-34.7429389953613,146.553665161133,02 6959 9777,narranderaiga@gmail.com,Monday - Sunday 8am-8pm,"planning, delivery, pickup",Australia/Sydney
a891e827-e164-4af3-b6b9-b31afaac50c5,IGA XPress Exhibition Street,Regular,Active,39028,333 Exhibition Street,,South Melbourne,VIC,3000,Australia,-35.6360392,142.6486517,03 9663 4224,igaxpressmel@outlook.com,"Mon - Fri 7:00 - 22:00, Sun - 7:00 – 23:00","planning, delivery, pickup",Australia/Melbourne
3c9508d1-7e8e-426b-b019-6f3f51a560cc,IGA Local Grocer Collaroy Beach,Regular,Active,52552,"Shop 2, 1139 Pittwater Rd",,Collaroy Beach,NSW,2097,Australia,-33.7311096191406,151.300552368164,(02) 9971 2218,store@igaexpresscollaroy.com.au,Mon - Sun 07:00 -19:30,"planning, delivery, pickup",Australia/Sydney
972e588f-ac1c-4076-b3f0-9a89bf35bd73,Tweed Valley IGA,Regular,Active,83580,232 Tweed Valley Way,,Murwillumbah,NSW,2484,Australia,-28.3280506134033,153.40673828125,02 6672 4288,tweedvalley@youriga.com.au,Mon - Sun 06:00 -21:00,"planning, delivery, pickup",Australia/Sydney
d457282e-2af0-4542-a150-cd746a4874b9,White's IGA Bli Bli,Regular,Active,20885,"Shop 1, 320 David Low Way",,Bli Bli,QLD,4560,Australia,-26.6220798492432,153.041107177734,07 5448 5088,blibli.homedeliveries@whitesiga.com,Mon - Sun 6:00am to 9:00pm,"planning, delivery, pickup",Australia/Brisbane
0fd9405e-1508-42c9-8f7b-08f2ced080ae,White's IGA Peregian Beach,Regular,Active,83101,"Shop 5, 215 David Low Way",,Peregian Beach South,QLD,4573,Australia,-26.4813499450684,153.0947265625,07 5373 8516,peregianbeach.homedeliveries@whitesiga.com,Mon - Sun 6:00am to 9:00pm,"planning, delivery, pickup",Australia/Brisbane
c16e9e5a-df14-41e5-9b61-23fd5c0058f5,White's IGA Mount Coolum,Regular,Active,21103,"Shop 14, 2 Suncoast Beach Drive",,Mount Coolum,QLD,4573,Australia,-26.5653095245361,153.091903686523,07 5446 3200,mtcoolum.homedeliveries@whitesiga.com,Mon - Sun 6:00am to 8:00pm,"planning, delivery, pickup",Australia/Brisbane
7c700ede-be7b-4dda-943e-09825bebe577,White's IGA Baringa,Regular,Active,192964,"Shop M01, 1 Edwards Terrace",,Baringa,QLD,4551,Australia,-26.8092098236084,153.083755493164,07 5341 8573,baringa.homedeliveries@whitesiga.com,Mon - Sun 6:00am to 9:00pm,"planning, delivery, pickup",Australia/Brisbane
384bb03d-e017-417c-9c4b-dd1598b10996,IGA Claremont Meadow Plus Liquor,Regular,Active,40692,"Shop 5,182-186 Sunflower Drive",,Claremont Meadows,NSW,2747,Australia,-33.7745094299316,150.749328613281,02 9623 7094,igaclaremontmeadow@gmail.com,"Monday - 7.30 am - 7pm, Tuesday - Friday 7.30 am - 7.30pm, Saturday - Sunday 8am - 7pm",planning,Australia/Sydney
656b2b97-08ed-497b-9312-6178c8b32468,IGA Marcos Narre Warren North Plus Liquor,Regular,Active,41814,"Shop 2, Oakview Boulevard",,Narre Warren North,VIC,3804,Australia,-37.9807510375977,145.316772460938,03 9796 8861,info@marcosiga.com.au,Mon-Sun - 07:00-21:00,"planning, delivery, pickup",Australia/Melbourne
67d801b4-8977-478b-8d40-02b81805abff,IGA Tregear,Regular,Active,21216,Shop 4/161 Aurora Drive,,Tregear,NSW,2770,Australia,-33.7451591491699,150.79557800293,02 9628 0779,sgiga@tpg.com.au,8am-8pm,"planning, delivery, pickup",Australia/Sydney
f9f503ce-5fc4-4266-a6a0-0f9bb96353a3,IGA Rosanna Plus Liquor,Regular,Active,33269,90 LOWER PLENTY RD,,Rosanna,VIC,3084,Australia,-37.7435493469238,145.064697265625,03 9459 7718,igarosanna@gmail.com,"Mon-Fri 07:30 -20:00, Sat 07:30 -20:00, Sun 08:00 - 19:30","planning, delivery, pickup",Australia/Melbourne
da0e210d-618b-42d7-8b59-bfc1bbf2e2c7,IGA Local Grocer Sunshine North,Regular,Active,203593,63 Northumberland Rd, ,Sunshine North,VIC,3020,Australia,-37.7711715698242,144.841537475586,0393102905,igaexpress3020@gmail.com,"Mon- Thu - 8am–8pm ,Fri - Sat 8am - 8.30pm, Sun - 9am–8pm","planning, delivery, pickup",Australia/Melbourne
85926751-ef67-433e-93ef-23fe052a0d6d,Cameron Park IGA,Regular,Active,103541,97 NORTHLAKES DRIVE,,CAMERON PARK,NSW,2285,Australia,-32.9095916748047,151.612091064453,(02) 4958 8444,cameronparkiga@gmail.com,Mon- Sun - 7am–8pm,"planning, delivery, pickup",Australia/Sydney
c0875439-dd08-400b-919a-5f21b6fade65,IGA Northrise,Regular,Active,84508,1-7 Mariner Boulevard & Lipscombe Road,,Deception Bay,QLD,4508,Australia,-27.1978492736816,153.016555786133,07 3204 7691,iganorthrise@bigpond.com,"Mon-Fri: 6am–7pm, Sat-Sun 7am–7pm",planning,Australia/Brisbane
db5a5fc9-b48f-48ba-839a-1f4434a71843,IGA Kearns,Regular,Active,20942,Shop 10 Kearns Rd Shopping Centre Kearns Rd,,Kearns,NSW,2558,Australia,-34.0224990844727,150.804153442383,02 9824 8844,igakearn@gmail.com,"Open Monday to Sunday 7am–7pm
Closed on all Public Holidays","planning, delivery, pickup",Australia/Sydney
7e1dc00f-558a-48e6-a009-6b48a454cb6b,IGA Saltwater,Regular,Active,85199,165 Saltwater Promenade,,Point Cook,VIC,3030,Australia,-37.9107093811035,144.771255493164,03 8842 3509,salam.rasool@yahoo.com.au,Mon-Sun 07:00-21:01,planning,Australia/Melbourne
33003a0a-f6c8-47ab-aa02-4459cc344974,IGA Yass,Regular,Active,53354,63 Laidlaw Street,,Yass,NSW,2582,Australia,-34.8271598815918,148.909851074219,(02) 6115 9701,IGAYASS.AMITY@GMAIL.COM,Mon- 7:30-7:30   Sat-Sun 8-7,"planning, delivery, pickup",Australia/Sydney
e5307686-2ec2-4349-91a8-989102de1a01,IGA XPress St Kilda Road,Regular,Active,10894,320 St Kilda Rd,,Southbank,VIC,3006,Australia,-37.829422,144.9681385,0404 442 289,igastkildaroad@gmail.com,"Mon-Fri 07:00 - 21:00, Sat-Sun 08:00 - 21:00","planning, delivery",Australia/Melbourne
