title,price,category,producturl,imageurl,size,brand
Essentials Plain Flour 1kg,$1.30,Pantry,https://www.woolworths.com.au/shop/productdetails/33282/essentials-plain-flour,https://cdn1.woolworths.media/content/wowproductimages/large/033282.jpg,1kg,Essentials
Weet-Bix Breakfast Cereal 1.2kg,$6.00,Pantry,https://www.woolworths.com.au/shop/productdetails/200695/weet-bix-breakfast-cereal,https://cdn1.woolworths.media/content/wowproductimages/large/200695.jpg,1.2kg,Weet-Bix
Essentials White Vinegar 2L,$1.85,Pantry,https://www.woolworths.com.au/shop/productdetails/94706/essentials-white-vinegar,https://cdn1.woolworths.media/content/wowproductimages/large/094706.jpg,2l,Essentials
Woolworths Sweetened Condensed Milk 397g,$2.20,Pantry,https://www.woolworths.com.au/shop/productdetails/84763/woolworths-sweetened-condensed-milk,https://cdn1.woolworths.media/content/wowproductimages/large/084763.jpg,397g,Woolworths
Woolworths Microwave Jasmine Rice 250g,$1.80,Pantry,https://www.woolworths.com.au/shop/productdetails/360346/woolworths-microwave-jasmine-rice,https://cdn1.woolworths.media/content/wowproductimages/large/360346.jpg,250g,Woolworths
Deep Cove Sardines In Springwater 125g,$1.00,Pantry,https://www.woolworths.com.au/shop/productdetails/83235/deep-cove-sardines-in-springwater,https://cdn1.woolworths.media/content/wowproductimages/large/083235.jpg,125g,Deep Cove
Woolworths Chickpeas 420g,$1.10,Pantry,https://www.woolworths.com.au/shop/productdetails/907050/woolworths-chickpeas,https://cdn1.woolworths.media/content/wowproductimages/large/907050.jpg,420g,Woolworths
Woolworths Pasta Spirals 500g,$1.00,Pantry,https://www.woolworths.com.au/shop/productdetails/346833/woolworths-pasta-spirals,https://cdn1.woolworths.media/content/wowproductimages/large/346833.jpg,500g,Woolworths
Essentials Long Grain Rice 1kg,$1.80,Pantry,https://www.woolworths.com.au/shop/productdetails/35007/essentials-long-grain-rice-long-grain,https://cdn1.woolworths.media/content/wowproductimages/large/035007.jpg,1kg,Essentials
Woolworths Pasta Spaghetti 500g,$1.00,Pantry,https://www.woolworths.com.au/shop/productdetails/346830/woolworths-pasta-spaghetti,https://cdn1.woolworths.media/content/wowproductimages/large/346830.jpg,500g,Woolworths
Woolworths Tomato Sauce Squeeze 500mL,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/230519/woolworths-tomato-sauce-squeeze,https://cdn1.woolworths.media/content/wowproductimages/large/230519.jpg,500ml,Woolworths
Raguletto Napolitana Bolognese Pasta Sauce With Tomato & Garlic 500g,$2.70,Pantry,https://www.woolworths.com.au/shop/productdetails/4533/raguletto-napolitana-bolognese-pasta-sauce-with-tomato-garlic,https://cdn1.woolworths.media/content/wowproductimages/large/004533.jpg,500g,Raguletto
Frank's RedHot Buffalo Wings Hot Sauce 148mL,$3.50,Pantry,https://www.woolworths.com.au/shop/productdetails/61704/frank-s-redhot-buffalo-wings-hot-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/061704.jpg,148ml,Frank's
Dilmah Ceylon Tea Bags 50 pack,$4.50,Pantry,https://www.woolworths.com.au/shop/productdetails/5306/dilmah-ceylon-tea-bags,https://cdn1.woolworths.media/content/wowproductimages/large/005306.jpg,50,Dilmah
Indomie Mi Goreng Instant Noodles 5 pack,$3.95,Pantry,https://www.woolworths.com.au/shop/productdetails/177972/indomie-mi-goreng-instant-noodles,https://cdn1.woolworths.media/content/wowproductimages/large/177972.jpg,5,Indomena
Mutti Polpa Finely Chopped Tomatoes 400g,$2.30,Pantry,https://www.woolworths.com.au/shop/productdetails/344550/mutti-polpa-finely-chopped-tomatoes,https://cdn1.woolworths.media/content/wowproductimages/large/344550.jpg,400g,Mutti
Maggi Chicken Flavour Cup Instant Noodles 60g,$2.50,Pantry,https://www.woolworths.com.au/shop/productdetails/224905/maggi-chicken-flavour-cup-instant-noodles,https://cdn1.woolworths.media/content/wowproductimages/large/224905.jpg,60g,Maggi
Up&Go Protein Energize Liquid Breakfast Choc 250mL x 3 pack,$6.80,Pantry,https://www.woolworths.com.au/shop/productdetails/353338/up-go-protein-energize-liquid-breakfast-choc,https://cdn1.woolworths.media/content/wowproductimages/large/353338.jpg,3x250ml,Up & Go
Leggo's Australian Grown Crushed Tomatoes 410g,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/883382/leggo-s-australian-grown-crushed-tomatoes,https://cdn1.woolworths.media/content/wowproductimages/large/883382.jpg,410g,Leggo's
Leggo's Bechamel Lasagne Sauce Made With Real Cream 490g,$4.30,Pantry,https://www.woolworths.com.au/shop/productdetails/6015548/leggo-s-bechamel-lasagne-sauce-made-with-real-cream,https://cdn1.woolworths.media/content/wowproductimages/large/6015548.jpg,490g,Leggo's
Cobram Extra Virgin Rich & Robust Olive Oil 375mL,$13.00,Pantry,https://www.woolworths.com.au/shop/productdetails/302643/cobram-extra-virgin-rich-robust-olive-oil,https://cdn1.woolworths.media/content/wowproductimages/large/302643.jpg,375ml,Cobram
Woolworths Black Beans 420g,$1.10,Pantry,https://www.woolworths.com.au/shop/productdetails/907377/woolworths-black-beans,https://cdn1.woolworths.media/content/wowproductimages/large/907377.jpg,420g,Woolworths
Woolworths Pineapple Slices In Juice 425g,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/563001/woolworths-pineapple-slices-in-juice,https://cdn1.woolworths.media/content/wowproductimages/large/563001.jpg,425g,Woolworths
Woolworths Red Kidney Beans 420g,$1.10,Pantry,https://www.woolworths.com.au/shop/productdetails/907049/woolworths-red-kidney-beans,https://cdn1.woolworths.media/content/wowproductimages/large/907049.jpg,420g,Woolworths
Essentials Diced Tomatoes 400g,$0.95,Pantry,https://www.woolworths.com.au/shop/productdetails/311488/essentials-diced-tomatoes,https://cdn1.woolworths.media/content/wowproductimages/large/311488.jpg,400g,Essentials
Woolworths Baked Beans In Tomato Sauce 420g,$1.10,Pantry,https://www.woolworths.com.au/shop/productdetails/47682/woolworths-baked-beans-in-tomato-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/047682.jpg,420g,Woolworths
Macro Organic Chickpeas 425g,$1.50,Pantry,https://www.woolworths.com.au/shop/productdetails/700638/macro-organic-chickpeas,https://cdn1.woolworths.media/content/wowproductimages/large/700638.jpg,425g,Macro
Woolworths Diced Italian Tomatoes 800g,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/236393/woolworths-diced-italian-tomatoes,https://cdn1.woolworths.media/content/wowproductimages/large/236393.jpg,800g,Woolworths
Up&Go Liquid Breakfast Choc Ice 250mL x 3 pack,$6.80,Pantry,https://www.woolworths.com.au/shop/productdetails/32306/up-go-liquid-breakfast-choc-ice,https://cdn1.woolworths.media/content/wowproductimages/large/032306.jpg,3x250ml,Up & Go
Annalisa Tomatoes Diced 400g,$1.50,Pantry,https://www.woolworths.com.au/shop/productdetails/38153/annalisa-tomatoes-diced,https://cdn1.woolworths.media/content/wowproductimages/large/038153.jpg,400g,Annalisa
Woolworths Brown Rice Microwave Cups 2 pack,$2.20,Pantry,https://www.woolworths.com.au/shop/productdetails/552488/woolworths-brown-rice-microwave-cups,https://cdn1.woolworths.media/content/wowproductimages/large/552488.jpg,2,Woolworths
Noya Abc Almond Brazil & Cashew Nut Butter 250g,$9.50,Pantry,https://www.woolworths.com.au/shop/productdetails/96010/noya-abc-almond-brazil-cashew-nut-butter,https://cdn1.woolworths.media/content/wowproductimages/large/096010.jpg,250g,Noya
Noya Almond Nut Butter 250g,$9.50,Pantry,https://www.woolworths.com.au/shop/productdetails/96804/noya-almond-nut-butter,https://cdn1.woolworths.media/content/wowproductimages/large/096804.jpg,250g,Noya
Frank's RedHot Original Cayenne Pepper Hot Sauce 148mL,$3.50,Pantry,https://www.woolworths.com.au/shop/productdetails/759137/frank-s-redhot-original-cayenne-pepper-hot-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/759137.jpg,148ml,Frank's
Cholula Chilli Garlic Sauce 150mL,$4.95,Pantry,https://www.woolworths.com.au/shop/productdetails/964291/cholula-chilli-garlic-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/964291.jpg,150ml,Cholula
Essentials Tuna Chunks In Spring Water 425g,$3.30,Pantry,https://www.woolworths.com.au/shop/productdetails/178886/essentials-tuna-chunks-in-spring-water,https://cdn1.woolworths.media/content/wowproductimages/large/178886.jpg,425g,Essentials
Essentials White Sugar 1kg,$1.80,Pantry,https://www.woolworths.com.au/shop/productdetails/58537/essentials-white-sugar,https://cdn1.woolworths.media/content/wowproductimages/large/058537.jpg,1kg,Essentials
Essentials Pasta Penne 500g,$0.90,Pantry,https://www.woolworths.com.au/shop/productdetails/188800/essentials-pasta-penne,https://cdn1.woolworths.media/content/wowproductimages/large/188800.jpg,500g,Essentials
Essentials Tomato Paste 500g,$1.40,Pantry,https://www.woolworths.com.au/shop/productdetails/34004/essentials-tomato-paste,https://cdn1.woolworths.media/content/wowproductimages/large/034004.jpg,500g,Essentials
Cadbury Baking Bournville Cocoa Powder 250g,$7.30,Pantry,https://www.woolworths.com.au/shop/productdetails/267413/cadbury-baking-bournville-cocoa-powder,https://cdn1.woolworths.media/content/wowproductimages/large/267413.jpg,250g,Cadbury
Leggo's Australian Grown Diced Tomatoes 400g,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/882605/leggo-s-australian-grown-diced-tomatoes,https://cdn1.woolworths.media/content/wowproductimages/large/882605.jpg,400g,Leggo's
Cholula Hot Sauce 150mL,$4.95,Pantry,https://www.woolworths.com.au/shop/productdetails/757902/cholula-hot-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/757902.jpg,150ml,Cholula
Woolworths Microwave Basmati Rice 250g,$1.80,Pantry,https://www.woolworths.com.au/shop/productdetails/360348/woolworths-microwave-basmati-rice,https://cdn1.woolworths.media/content/wowproductimages/large/360348.jpg,250g,Woolworths
Essentials Caster Sugar 1kg,$2.20,Pantry,https://www.woolworths.com.au/shop/productdetails/720343/essentials-caster-sugar,https://cdn1.woolworths.media/content/wowproductimages/large/720343.jpg,1kg,Essentials
Macro Organic Tomatoes Diced No Added Salt 400g,$1.80,Pantry,https://www.woolworths.com.au/shop/productdetails/700642/macro-organic-tomatoes-diced-no-added-salt,https://cdn1.woolworths.media/content/wowproductimages/large/700642.jpg,400g,Macro
Cottee's Strawberry Jam 375g,$3.50,Pantry,https://www.woolworths.com.au/shop/productdetails/292796/cottee-s-strawberry-jam,https://cdn1.woolworths.media/content/wowproductimages/large/292796.jpg,375g,Cottee's
Essentials Packet Soup Mix French Onion 40g,$0.55,Pantry,https://www.woolworths.com.au/shop/productdetails/94699/essentials-packet-soup-mix-french-onion,https://cdn1.woolworths.media/content/wowproductimages/large/094699.jpg,40g,Essentials
Essentials Raw Sugar 1kg,$1.80,Pantry,https://www.woolworths.com.au/shop/productdetails/18169/essentials-raw-sugar,https://cdn1.woolworths.media/content/wowproductimages/large/018169.jpg,1kg,Essentials
Woolworths Tuna In Oil 95g,$1.10,Pantry,https://www.woolworths.com.au/shop/productdetails/476701/woolworths-tuna-in-oil,https://cdn1.woolworths.media/content/wowproductimages/large/476701.jpg,95g,Woolworths
Cloverdale Pure Honey Squeeze 400g,$4.40,Pantry,https://www.woolworths.com.au/shop/productdetails/89160/cloverdale-pure-honey-squeeze,https://cdn1.woolworths.media/content/wowproductimages/large/089160.jpg,400g,Cloverdale
Essentials White Sugar 2kg,$2.60,Pantry,https://www.woolworths.com.au/shop/productdetails/5743/essentials-white-sugar,https://cdn1.woolworths.media/content/wowproductimages/large/005743.jpg,2kg,Essentials
Ardmona Crushed Vine Ripened Tomatoes 400g,$1.40,Pantry,https://www.woolworths.com.au/shop/productdetails/230392/ardmona-crushed-vine-ripened-tomatoes,https://cdn1.woolworths.media/content/wowproductimages/large/230392.jpg,400g,Ardmona
Essentials Tuna Chunks In Spring Water 185g,$1.70,Pantry,https://www.woolworths.com.au/shop/productdetails/178887/essentials-tuna-chunks-in-spring-water,https://cdn1.woolworths.media/content/wowproductimages/large/178887.jpg,185g,Essentials
Woolworths Minced Garlic 250g,$1.25,Pantry,https://www.woolworths.com.au/shop/productdetails/77384/woolworths-minced-garlic,https://cdn1.woolworths.media/content/wowproductimages/large/077384.jpg,250g,Woolworths
Woolworths Panko Bread Crumbs 220g,$2.30,Pantry,https://www.woolworths.com.au/shop/productdetails/83295/woolworths-panko-bread-crumbs,https://cdn1.woolworths.media/content/wowproductimages/large/083295.jpg,220g,Woolworths
Essentials Brown Sugar 1kg,$3.30,Pantry,https://www.woolworths.com.au/shop/productdetails/720342/essentials-brown-sugar,https://cdn1.woolworths.media/content/wowproductimages/large/720342.jpg,1kg,Essentials
Leggo's Australian Grown Tomato Paste Triple Concentrate Squeeze 400g,$4.50,Pantry,https://www.woolworths.com.au/shop/productdetails/259592/leggo-s-australian-grown-tomato-paste-triple-concentrate-squeeze,https://cdn1.woolworths.media/content/wowproductimages/large/259592.jpg,400g,Leggo's
Cobram Olive Oil Extra Virgin 375mL,$13.00,Pantry,https://www.woolworths.com.au/shop/productdetails/193319/cobram-olive-oil-extra-virgin,https://cdn1.woolworths.media/content/wowproductimages/large/193319.jpg,375ml,Cobram
Cobram Light Olive Oil Extra Virgin 375mL,$13.00,Pantry,https://www.woolworths.com.au/shop/productdetails/302647/cobram-light-olive-oil-extra-virgin,https://cdn1.woolworths.media/content/wowproductimages/large/302647.jpg,375ml,Cobram
Essentials Self Raising Flour 1kg,$1.30,Pantry,https://www.woolworths.com.au/shop/productdetails/33296/essentials-self-raising-flour,https://cdn1.woolworths.media/content/wowproductimages/large/033296.jpg,1kg,Essentials
Macro Organic Passata 700g,$2.50,Pantry,https://www.woolworths.com.au/shop/productdetails/700648/macro-organic-passata,https://cdn1.woolworths.media/content/wowproductimages/large/700648.jpg,700g,Macro
Woolworths Pesto Basil 190g,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/753340/woolworths-pesto-basil,https://cdn1.woolworths.media/content/wowproductimages/large/753340.jpg,190g,Woolworths
Macro Organic Black Bean No Added Salt 420g,$1.50,Pantry,https://www.woolworths.com.au/shop/productdetails/663584/macro-organic-black-bean-no-added-salt,https://cdn1.woolworths.media/content/wowproductimages/large/663584.jpg,420g,Macro
The Holy Sauce Hot Sriracha Chilli Sauce 255mL,$3.00,Pantry,https://www.woolworths.com.au/shop/productdetails/389064/the-holy-sauce-hot-sriracha-chilli-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/389064.jpg,255ml,The Holy Sauce
John West Tuna With Chilli Value Pack 95g x 12 pack,$18.00,Pantry,https://www.woolworths.com.au/shop/productdetails/51918/john-west-tuna-with-chilli-value-pack,https://cdn1.woolworths.media/content/wowproductimages/large/051918.jpg,12x95g,John West
Belladotti Salad Toppers Bacon Bits 90g,$3.90,Pantry,https://www.woolworths.com.au/shop/productdetails/167516/belladotti-salad-toppers-bacon-bits,https://cdn1.woolworths.media/content/wowproductimages/large/167516.jpg,90g,Belladotti
The Australian Vinegar Co. Balsamic Vinegar 250mL,$3.50,Pantry,https://www.woolworths.com.au/shop/productdetails/924105/the-australian-vinegar-co-balsamic-vinegar,https://cdn1.woolworths.media/content/wowproductimages/large/924105.jpg,250ml,The Australian Vinegar Co.
Kellogg’s Nutri Grain Protein Breakfast Cereal 290g,$7.00,Pantry,https://www.woolworths.com.au/shop/productdetails/701706/kellogg-s-nutri-grain-protein-breakfast-cereal,https://cdn1.woolworths.media/content/wowproductimages/large/701706.jpg,290g,Kellogg's
Woolworths Minced Garlic 500g,$2.30,Pantry,https://www.woolworths.com.au/shop/productdetails/77385/woolworths-minced-garlic,https://cdn1.woolworths.media/content/wowproductimages/large/077385.jpg,500g,Woolworths
MasterFoods Tomato Sauce 500mL,$4.20,Pantry,https://www.woolworths.com.au/shop/productdetails/99633/masterfoods-tomato-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/099633.jpg,500ml,Masterfoods
Woolworths Pizza Sauce Squeeze Bottle 415g,$2.50,Pantry,https://www.woolworths.com.au/shop/productdetails/258479/woolworths-pizza-sauce-squeeze-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/258479.jpg,415g,Woolworths
Woolworths Basmati Rice 1kg,$4.00,Pantry,https://www.woolworths.com.au/shop/productdetails/694550/woolworths-basmati-rice,https://cdn1.woolworths.media/content/wowproductimages/large/694550.jpg,1kg,Woolworths
Woolworths Barbecue Sauce Squeeze 500mL,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/230504/woolworths-barbecue-sauce-squeeze,https://cdn1.woolworths.media/content/wowproductimages/large/230504.jpg,500ml,Woolworths
Woolworths Pasta Penne Rigate 500g,$1.00,Pantry,https://www.woolworths.com.au/shop/productdetails/346831/woolworths-pasta-penne-rigate,https://cdn1.woolworths.media/content/wowproductimages/large/346831.jpg,500g,Woolworths
Woolworths Microwave Brown Rice 250g,$1.80,Pantry,https://www.woolworths.com.au/shop/productdetails/360351/woolworths-microwave-brown-rice,https://cdn1.woolworths.media/content/wowproductimages/large/360351.jpg,250g,Woolworths
Essentials Tomato Paste 170g,$0.95,Pantry,https://www.woolworths.com.au/shop/productdetails/90260/essentials-tomato-paste,https://cdn1.woolworths.media/content/wowproductimages/large/090260.jpg,170g,Essentials
San Remo Spaghetti Pasta No 5 500g,$2.95,Pantry,https://www.woolworths.com.au/shop/productdetails/43974/san-remo-spaghetti-pasta-no-5,https://cdn1.woolworths.media/content/wowproductimages/large/043974.jpg,500g,San Remo
Woolworths Beetroot Sliced 425g,$1.90,Pantry,https://www.woolworths.com.au/shop/productdetails/751321/woolworths-beetroot-sliced,https://cdn1.woolworths.media/content/wowproductimages/large/751321.jpg,425g,Woolworths
Nutella Hazelnut Chocolate Spread 1kg,$14.80,Pantry,https://www.woolworths.com.au/shop/productdetails/795889/nutella-hazelnut-chocolate-spread-spread,https://cdn1.woolworths.media/content/wowproductimages/large/795889.jpg,1kg,Nutella
Woolworths Chicken Liquid Stock 1L,$1.90,Pantry,https://www.woolworths.com.au/shop/productdetails/310251/woolworths-chicken-liquid-stock,https://cdn1.woolworths.media/content/wowproductimages/large/310251.jpg,1l,Woolworths
Vegemite Spread 560g,$9.90,Pantry,https://www.woolworths.com.au/shop/productdetails/280512/vegemite-spread,https://cdn1.woolworths.media/content/wowproductimages/large/280512.jpg,560g,Vegemite
Cadbury Baking Milk Chocolate Melts 225g,$6.00,Pantry,https://www.woolworths.com.au/shop/productdetails/829005/cadbury-baking-milk-chocolate-melts,https://cdn1.woolworths.media/content/wowproductimages/large/829005.jpg,225g,Cadbury
The Holy Sauce Satay Sauce 230mL,$2.30,Pantry,https://www.woolworths.com.au/shop/productdetails/970880/the-holy-sauce-satay-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/970880.jpg,230ml,The Holy Sauce
Essentials Cornflour 500g,$2.25,Pantry,https://www.woolworths.com.au/shop/productdetails/39128/essentials-cornflour,https://cdn1.woolworths.media/content/wowproductimages/large/039128.jpg,500g,Essentials
Up&Go Liquid Breakfast Strawberry 250mL x 3 pack,$6.80,Pantry,https://www.woolworths.com.au/shop/productdetails/23088/up-go-liquid-breakfast-strawberry,https://cdn1.woolworths.media/content/wowproductimages/large/023088.jpg,3x250ml,Up & Go
Woolworths Garlic Powder 50g,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/251020/woolworths-garlic-powder,https://cdn1.woolworths.media/content/wowproductimages/large/251020.jpg,50g,Woolworths
Woolworths Microwave White Long Grain Rice Family 450g,$2.75,Pantry,https://www.woolworths.com.au/shop/productdetails/360352/woolworths-microwave-white-long-grain-rice-family,https://cdn1.woolworths.media/content/wowproductimages/large/360352.jpg,450g,Woolworths
Woolworths Pasta Macaroni 500g,$1.00,Pantry,https://www.woolworths.com.au/shop/productdetails/346837/woolworths-pasta-macaroni,https://cdn1.woolworths.media/content/wowproductimages/large/346837.jpg,500g,Woolworths
Leggo's Bolognese Chunky Tomato Garlic & Herbs Pasta Sauce 500g,$2.75,Pantry,https://www.woolworths.com.au/shop/productdetails/450687/leggo-s-bolognese-chunky-tomato-garlic-herbs-pasta-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/450687.jpg,500g,Leggo's
The Australian Vinegar Co. Organic Apple Cider Vinegar 250mL,$3.50,Pantry,https://www.woolworths.com.au/shop/productdetails/924549/the-australian-vinegar-co-organic-apple-cider-vinegar,https://cdn1.woolworths.media/content/wowproductimages/large/924549.jpg,250ml,The Australian Vinegar Co.
Bryne Co Baby Capers 99g,$2.50,Pantry,https://www.woolworths.com.au/shop/productdetails/920565/bryne-co-baby-capers,https://cdn1.woolworths.media/content/wowproductimages/large/920565.jpg,99g,Bryne Co
John West Tuna With Lemon & Cracked Pepper Value Pack 95g x 12 pack,$18.00,Pantry,https://www.woolworths.com.au/shop/productdetails/6028311/john-west-tuna-with-lemon-cracked-pepper-value-pack,https://cdn1.woolworths.media/content/wowproductimages/large/6028311.jpg,12x95g,John West
Pana Organic Dark Choc Baking 80g,$8.50,Pantry,https://www.woolworths.com.au/shop/productdetails/279738/pana-organic-dark-choc-baking,https://cdn1.woolworths.media/content/wowproductimages/large/279738.jpg,80g,Pana
Essentials Cake Mix Vanilla 340g,$1.35,Pantry,https://www.woolworths.com.au/shop/productdetails/95263/essentials-cake-mix-vanilla,https://cdn1.woolworths.media/content/wowproductimages/large/095263.jpg,340g,Essentials
Up&Go Liquid Breakfast Vanilla Ice 250mL x 3 pack,$6.80,Pantry,https://www.woolworths.com.au/shop/productdetails/189701/up-go-liquid-breakfast-vanilla-ice,https://cdn1.woolworths.media/content/wowproductimages/large/189701.jpg,3x250ml,Up & Go
Woolworths Basmati Rice Microwave Cup 125g x 2 pack,$2.20,Pantry,https://www.woolworths.com.au/shop/productdetails/63665/woolworths-basmati-rice-microwave-cup,https://cdn1.woolworths.media/content/wowproductimages/large/063665.jpg,2x125g,Woolworths
Queen Pure Maple Syrup 250mL,$9.50,Pantry,https://www.woolworths.com.au/shop/productdetails/142574/queen-pure-maple-syrup,https://cdn1.woolworths.media/content/wowproductimages/large/142574.jpg,250ml,Queen
Nutella Hazelnut Chocolate Spread 400g,$6.70,Pantry,https://www.woolworths.com.au/shop/productdetails/147312/nutella-hazelnut-chocolate-spread-spread,https://cdn1.woolworths.media/content/wowproductimages/large/147312.jpg,400g,Nutella
Maggi Beef Flavour Cup Instant Noodles 58g,$2.50,Pantry,https://www.woolworths.com.au/shop/productdetails/224906/maggi-beef-flavour-cup-instant-noodles,https://cdn1.woolworths.media/content/wowproductimages/large/224906.jpg,58g,Maggi
Leggo's Australian Grown Crushed Tomatoes 410g,$2.00,Pantry,https://www.woolworths.com.au/shop/productdetails/883382/leggo-s-australian-grown-crushed-tomatoes,https://cdn1.woolworths.media/content/wowproductimages/large/883382.jpg,410g,Leggo's
Woolworths Rolled Traditional Oats 750g,$1.60,Pantry,https://www.woolworths.com.au/shop/productdetails/321220/woolworths-rolled-traditional-oats,https://cdn1.woolworths.media/content/wowproductimages/large/321220.jpg,750g,Woolworths
Dolmio Extra Bolognese Tomato Pasta Sauce 500g,$4.60,Pantry,https://www.woolworths.com.au/shop/productdetails/758286/dolmio-extra-bolognese-tomato-pasta-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/758286.jpg,500g,Dolmio
Woolworths Microwave Long Grain White Rice 250g,$1.80,Pantry,https://www.woolworths.com.au/shop/productdetails/360343/woolworths-microwave-long-grain-white-rice,https://cdn1.woolworths.media/content/wowproductimages/large/360343.jpg,250g,Woolworths
Woolworths Jasmine Rice 1kg,$3.50,Pantry,https://www.woolworths.com.au/shop/productdetails/601342/woolworths-jasmine-rice,https://cdn1.woolworths.media/content/wowproductimages/large/601342.jpg,1kg,Woolworths
Sirena Tuna In Chilli Oil 95g,$2.95,Pantry,https://www.woolworths.com.au/shop/productdetails/85488/sirena-tuna-in-chilli-oil,https://cdn1.woolworths.media/content/wowproductimages/large/085488.jpg,95g,Sirena
Woolworths Sundried Tomato Strips 270g,$2.65,Pantry,https://www.woolworths.com.au/shop/productdetails/520728/woolworths-sundried-tomato-strips,https://cdn1.woolworths.media/content/wowproductimages/large/520728.jpg,270g,Woolworths
Woolworths Lentils 420g,$1.10,Pantry,https://www.woolworths.com.au/shop/productdetails/907051/woolworths-lentils,https://cdn1.woolworths.media/content/wowproductimages/large/907051.jpg,420g,Woolworths
Macro Organic Cannellini Beans 425g,$1.50,Pantry,https://www.woolworths.com.au/shop/productdetails/700639/macro-organic-cannellini-beans,https://cdn1.woolworths.media/content/wowproductimages/large/700639.jpg,425g,Macro
Deep Cove Sardines In Oil 125g,$1.00,Pantry,https://www.woolworths.com.au/shop/productdetails/83237/deep-cove-sardines-in-oil,https://cdn1.woolworths.media/content/wowproductimages/large/083237.jpg,125g,Deep Cove
The Holy Sauce Worcestershire Sauce 250mL,$2.30,Pantry,https://www.woolworths.com.au/shop/productdetails/971491/the-holy-sauce-worcestershire-sauce,https://cdn1.woolworths.media/content/wowproductimages/large/971491.jpg,250ml,The Holy Sauce
Providore Premium Tomato Paste Triple Concentrate 130g,$2.50,Pantry,https://www.woolworths.com.au/shop/productdetails/150875/providore-premium-tomato-paste-triple-concentrate,https://cdn1.woolworths.media/content/wowproductimages/large/150875.jpg,130g,Provedore.
Woolworths Chicken Stock 500mL,$4.50,Pantry,https://www.woolworths.com.au/shop/productdetails/965401/woolworths-chicken-stock,https://cdn1.woolworths.media/content/wowproductimages/large/965401.jpg,500ml,Woolworths
